Zip_Code,Count,Latitude,Longitude
92307,23,33.70462112487381,-115.0617521813197
92886,22,37.0109849037702,-119.79945404293758
92316,22,33.372753218398856,-115.66484251938776
92220,22,37.934434683002586,-117.10662295713803
92354,21,36.861223846483284,-117.80692290405204
92410,21,33.99357840767086,-116.37371169792432
92405,21,33.027610585618014,-117.56665529287649
92395,20,37.07730714227417,-115.6328838095917
92344,20,36.53428671923808,-115.4964906799437
92870,20,36.64503584020494,-117.89139536563272
91766,19,36.856351733429726,-118.61586101382474
92408,19,33.37022325867045,-117.03824835703318
91773,19,34.792328642721365,-115.43818327191654
91722,19,33.57934529762565,-118.94668905497167
92320,18,37.315517129377966,-116.88516708218259
93312,18,36.11649063413779,-116.8421988995374
92688,16,34.65449012426325,-116.33443488792359
91702,16,33.31779175143012,-119.3421615743637
90631,15,34.55491160857831,-116.42087517658956
91740,15,34.625916610133736,-115.45483739667179
92582,15,36.64803089169032,-119.10158445564879
92878,15,36.18778735677606,-118.81228337538062
92543,15,37.436063712881634,-115.1430245297918
91711,14,35.36107462580975,-119.09511523645256
91750,14,33.59797122969151,-115.72807453315211
92630,14,36.56622393611497,-117.53861071775982
92692,14,36.803925243084485,-118.76384462798411
92234,14,35.806385987847484,-115.64625049363744
91764,14,36.85483589977281,-117.77347372498667
92887,14,35.46897798182195,-117.42591323035155
92211,14,35.61366414690997,-118.20383315300117
92646,14,35.137705091792746,-117.03524574282537
93314,13,33.12709563372048,-119.18238063707489
91790,13,33.539457134966526,-118.0445923167412
95366,13,33.15714592843367,-115.15293838832356
91763,13,36.1820520563189,-118.70933283649437
91767,13,34.57177990538163,-116.71631667729353
91741,13,35.54285345582351,-118.37404967887653
92673,13,37.537832369630465,-116.132634371567
91765,13,34.24646114574438,-119.34563169640825
92705,12,35.05191461517815,-115.15089477460728
92411,12,36.777755692715246,-117.7310522930818
92567,12,34.14399082745811,-118.81974768326768
91708,12,33.38489954914397,-119.63251626334994
92359,12,34.44875726456884,-119.15121047456229
93619,12,33.80610643627002,-117.40113025721992
91744,12,37.64848826171286,-118.31498411784357
90703,12,37.040601897822086,-115.85558317058695
92656,12,36.16701878255212,-117.84556238169097
91350,12,37.35730295093859,-118.75642863706184
91706,12,37.01836038449557,-116.91427506697985
92691,11,33.93285029443018,-116.46611391557278
90603,11,37.462794992449886,-119.16479046049525
92821,11,35.696711209578254,-119.16190391855841
92869,11,37.03720077582031,-119.81664286533228
95747,11,37.48045649961747,-116.31798992467179
92807,11,34.59001737485932,-116.68097736189097
92835,11,33.550259622638386,-117.62684562125094
92677,10,34.13967581270971,-115.77914775515401
92026,10,35.13553894313128,-115.97164923524973
93455,10,37.090073829612464,-117.07322817801624
92019,10,37.30365291628172,-115.65864359743371
92675,10,33.034760652655955,-118.97079394981616
91789,10,35.55373651288783,-119.44040190301136
91791,9,35.08705501574389,-118.65125194241506
92629,9,34.11053905235365,-119.71456571955342
92694,9,33.59932683666841,-117.34415235999484
90638,9,34.68807585701814,-115.3169715385252
90660,9,37.7145485195626,-119.80328229665746
95376,9,34.61601466010378,-119.38945042994986
90274,9,35.59395310871683,-117.73900485858282
92128,9,36.515094794475885,-115.33062491236048
92833,9,34.81814801189647,-118.41921947511625
95765,9,37.858910413604804,-117.46382595655804
95120,9,37.81223647471056,-119.79213570474803
92679,9,34.25891147912682,-119.25828399518956
92201,9,35.486242529461926,-115.06684938520577
93277,9,34.50439154908385,-115.17440651781978
95355,8,34.42420247188734,-119.97530009532795
94598,8,33.184434736772666,-115.2409410728838
90650,8,36.047821669899484,-116.8044003109225
92649,8,35.51339511614431,-115.6604085273999
90706,8,33.25739375624995,-117.72630072183071
92548,8,34.393232321183056,-117.42201985710375
92845,8,37.54132942983327,-117.55576709871539
93311,8,34.19780945333486,-116.66567871226948
92253,8,33.724474360456114,-119.30174372621843
92084,8,35.44726380138781,-119.85013205063662
92808,8,37.928252270553,-118.46035029204404
91724,8,34.210276357557504,-116.47659618631677
92672,7,36.36067773702939,-118.99073273938527
92861,7,36.80809807664359,-116.63283783337542
92056,7,34.188187719961995,-115.15043976946365
92127,7,36.641081743059296,-119.5304964210529
91935,7,34.83891566359627,-116.63698940887437
94550,7,36.161529152967894,-117.78124890347715
92806,7,36.167648553804476,-115.65928872811247
97080,7,35.67887342037379,-119.11425105276307
91977,7,33.451448850272044,-116.53687023886917
90701,7,37.17651247794619,-115.80942355175945
91354,7,34.60390032485868,-115.27692890262989
92028,7,33.93259255199927,-116.58375985855177
92704,7,33.20387570777382,-117.51412617995787
94565,7,35.95446471594121,-116.91076379899393
92648,7,36.38782180921141,-115.65547507760641
91010,7,33.08293914463928,-117.14695126680586
92586,7,35.560465291496406,-119.84806470151581
92314,7,34.13247887598969,-115.3452565224651
92227,7,36.22586395204725,-116.55236624484219
92610,7,33.87183214502496,-116.61743307111377
90630,7,36.45468869051233,-118.92162423801142
93730,7,34.933676731502686,-116.70557264883672
92604,7,37.683649943683676,-118.0306779717292
93010,7,33.687604720729965,-116.74383511479255
95037,7,34.705331755251294,-119.46703484846005
91723,7,33.56736760620294,-116.71077347698483
92865,7,37.623468091392816,-115.00293137114667
90807,6,37.386696766904905,-119.75893980569722
92260,6,34.289708138575776,-115.11412907889341
90503,6,36.2999202301709,-117.96546019638565
90640,6,37.08611100100608,-115.64623274831371
90250,6,35.77600405799731,-116.08807257970864
92071,6,35.64825289178003,-117.16491869506666
95356,6,34.20926145450226,-116.30775395374337
90723,6,33.4655138390295,-115.60742219349326
92010,6,37.48607878976664,-117.97929839174483
92078,6,37.50209028581665,-118.3648341921838
94583,6,36.16550728636634,-116.66203307218208
91792,6,34.6951489552435,-115.96077029029371
92708,6,34.746047873063304,-116.18857432611692
92081,6,36.6297783943512,-116.01093175570682
95382,6,37.48555129976289,-117.82208342593533
93230,6,37.43543212132559,-115.9108289191249
90815,6,36.89937772928812,-119.39895472314696
91745,6,36.21015823077144,-117.27755451019576
95630,6,33.420699824975244,-119.97120669750939
94521,6,33.80814357047307,-118.37707085049865
95242,6,37.492770942635396,-118.16769232564302
92236,6,36.03214529829795,-118.01913654195373
90808,6,33.04598525808315,-116.5226639665507
94546,6,33.50735771433016,-118.05720949364827
95757,6,36.31750884554028,-117.75653188688734
93720,6,33.025307919231096,-118.81227934562837
94513,5,33.80404025708749,-118.1337410418533
92020,5,35.74366894683293,-118.86365186368424
89135,5,36.45947598846347,-119.63402038115778
98332,5,36.259806297513,-116.98275703309311
92340,5,34.1213465473028,-116.65893600722492
91914,5,36.56089610673768,-116.90254826995192
95667,5,34.186245437484,-117.68252978099714
97223,5,34.62699849079634,-118.10107109910385
93065,5,36.73245702559012,-115.68333175214087
92602,5,36.248164495236075,-117.40459107431892
92683,5,37.24611705247089,-117.60409061185135
92058,5,36.28806446150172,-119.87178967096783
91746,5,35.841543016677356,-118.29376086186922
97089,5,33.46837383914046,-118.09902190607072
95603,5,34.83857901529717,-118.00588609551549
91755,5,34.326011838408625,-117.09913815386334
92352,5,34.21994821689542,-117.3319872663656
90280,5,37.86505277376223,-116.96047453603278
92131,5,34.965488623333805,-116.17558369228936
97701,5,37.460232775885565,-115.93507130641953
93550,5,36.15569312998632,-116.40938461886753
92626,5,36.97405651770824,-115.22238152022533
95361,5,35.51318546552596,-119.90883708661819
93291,5,35.88451942313179,-119.02111007158227
95662,5,35.46258846909432,-119.96218562510929
91016,5,33.976214938990225,-116.76262642922698
93535,5,36.61226057630753,-115.50984725525007
95678,5,34.403861812204276,-118.7825885171185
92025,5,33.121579832157266,-115.36482727601847
91913,5,36.22736147953584,-119.69866304855219
92805,5,33.885553397035245,-115.32781986597243
91803,5,37.702292921764574,-118.24188656380183
90620,5,37.769642885012935,-119.49289585775392
91901,5,37.57432195110224,-117.57064120406837
93221,5,34.850793501277224,-118.71611716139746
91344,5,33.077283082644335,-118.57563549019038
94523,5,37.641592812938626,-118.46355017536857
91384,5,35.14092074158657,-115.98487051083669
92653,5,37.83327409521835,-117.30419361662373
91342,5,37.818099885446266,-118.44346150421998
92009,5,37.2650472773368,-116.94833108344541
90623,4,34.47224446034793,-116.41924662888403
93536,4,34.92548864300963,-118.63687999633233
92040,4,37.25568335758428,-117.93225449237325
92130,4,34.58461002578139,-119.39056953331526
92624,4,33.84746373343046,-119.0942532523266
94536,4,35.78400631229175,-116.59441073017508
90602,4,37.680773870803904,-119.09280826152187
92129,4,36.48014898337487,-117.3741830816647
96744,4,35.85030585044682,-116.45476869138784
94561,4,33.485882468853845,-119.46561538452629
91320,4,36.07503613349585,-117.16343890185549
95118,4,37.950269250521316,-118.71718608149318
90605,4,33.70042007618262,-115.1853656238121
92011,4,35.59164826181868,-117.58227176640038
91942,4,37.38686535963978,-115.97003725112421
95330,4,36.70384308877102,-117.2488672892187
95404,4,36.48507870497634,-119.7829373357259
97408,4,36.512420419935545,-116.83424312202989
93023,4,34.79745575609878,-115.24298328896671
92620,4,34.46795922132247,-116.99194089926834
97070,4,37.04680577739257,-115.90405570286605
93212,4,37.0505669733959,-115.57896768325796
95648,4,37.33536159290052,-118.85960114025534
92801,4,37.56620276278235,-118.93977580045886
95762,4,35.55671199430469,-116.94509505574504
95340,4,35.507581473436,-117.94485765096648
90242,4,36.991475894833876,-115.8006934856664
92317,4,36.24981965388883,-115.49988438300994
92840,4,36.50983438628852,-118.2328931034864
95391,4,36.9789633471805,-118.81564720512759
92024,4,37.45002670908783,-116.0973724237807
96822,4,34.689975784257676,-118.62596982225932
90201,4,34.87791476319972,-115.88692840743161
95409,4,33.469909699204344,-117.88130873175619
97132,4,35.89140070498087,-116.66225050354265
90746,4,33.17971136898371,-119.52232343082666
92831,4,35.3279900906623,-116.88070337661713
96701,4,35.713223173537884,-117.74116160631385
93012,4,34.432706260641424,-117.06695768412263
92371,4,35.95416630284505,-119.15992896127568
91505,4,33.15250124969525,-116.31563127527909
90604,4,33.186740943746074,-115.68601461228386
94579,4,37.11300280329829,-118.91630099954612
92057,4,34.80095320705632,-119.5214272223992
97140,4,33.63530256325942,-119.88180706976831
90249,4,35.61121630027402,-116.79014249778368
92315,4,36.849967765493055,-116.96452981955609
94080,4,34.07910513748421,-117.26651293642965
95661,4,36.114452379095,-118.84026451942012
95959,4,33.42673732496884,-118.04547002047242
92843,4,33.25840860584304,-117.02761832406914
94503,4,35.65677315784074,-117.51616570570415
91360,4,35.70317560805053,-115.06107239892556
91604,4,36.187149507491036,-119.31780123721633
95123,4,36.630456668613306,-116.52427722976203
92021,4,37.87926039731267,-117.97840615947854
94506,4,35.581501741505974,-117.85900192537193
93628,4,34.61478236470623,-116.41201117170912
90504,4,36.97593097384352,-116.53781924337815
93551,4,34.35416125631037,-115.04372003148906
95746,4,35.19485710352818,-119.35802855272938
93257,4,33.39228190671133,-119.47945175307918
95124,4,33.126753717077285,-116.37830591435629
95380,4,37.813242073389624,-117.10806541496795
90044,4,37.17990060256103,-118.62919666720097
95377,4,36.47987103046849,-119.60290315505506
91902,4,35.04476472207135,-119.57170875201784
90720,4,33.86647160035423,-115.5290456266794
92064,4,33.78218521335543,-119.04066337640629
85383,4,34.251214490822974,-118.3831421894224
94587,3,35.7461333235306,-118.86671798886506
94086,3,36.57297961350031,-118.22501847084031
95742,3,36.300986883588656,-119.65288078626953
91768,3,34.39966948472971,-117.40470104545865
94040,3,37.77432640331597,-119.66193718203893
98011,3,36.689484583478844,-115.99821746088818
92139,3,35.771770262557006,-118.83143959044783
93001,3,36.05860373117176,-117.29994042697744
91748,3,35.09800031213895,-115.59960456219271
93543,3,34.238654947505786,-116.74561315476403
94526,3,34.779863393256306,-117.33521106724332
91390,3,36.78923055232185,-118.37833123442311
94520,3,33.07196744314878,-118.33499043470901
60187,3,33.58036320253458,-116.65256522400905
95350,3,33.230013210108766,-115.02930319389417
93644,3,33.203644011594854,-116.6908040507531
93306,3,37.277302920055035,-117.21108291314988
92868,3,36.51828929690012,-116.34674744880377
92274,3,35.37086914543663,-117.6739719385814
90606,3,33.48917080325501,-119.69928828699608
92618,3,35.45807937558416,-117.18851592061046
93552,3,35.36735885390283,-115.2118735774731
97060,3,33.866009349550076,-119.1234852882117
94578,3,35.16925824618986,-116.54997554589667
96797,3,34.992523671986866,-118.99533155670471
98422,3,36.07925049026108,-117.32086157763459
95209,3,36.17546825433822,-119.5166177517664
93405,3,33.22652004886022,-117.74814531870908
96821,3,34.87306307313236,-116.21918335552377
95020,3,36.12929957857118,-118.2621423788051
90059,3,35.51568129290044,-116.67544137756391
85737,3,37.28244920594161,-116.02275019605135
94563,3,36.293468158094726,-115.36411090260273
91732,3,33.81467213540715,-118.82678959072273
24333,3,33.352843737002146,-118.00342042095346
85396,3,36.21209639103158,-119.23791993334791
95608,3,33.13255655270811,-115.03758248920812
93612,3,35.92887790636732,-115.36499516037853
92603,3,37.70115120712479,-117.30021434859721
91729,3,35.87737088937939,-115.7898335281179
92008,3,34.94084963103261,-117.39521011363979
95758,3,36.21644109221177,-116.8820715599862
92590,3,35.29126445245758,-119.55437783941991
92606,3,35.72808394657967,-116.22364789751596
91001,3,37.70732404388262,-119.36143258182382
95035,3,34.93051318900387,-115.86966184873737
90713,3,37.80595281911957,-116.08985956164807
98072,3,37.52675320978032,-116.45627651128511
89052,3,33.97895567394648,-119.81919809737619
94531,3,33.34680650437583,-118.48435822027335
94597,3,33.50389000688713,-118.68443715044579
64145,3,33.09110912825775,-118.19931796264241
92243,3,33.47221480377964,-119.5617862661808
92069,3,36.41503386708178,-115.31521088484469
91362,3,33.355943242301144,-117.23098879643811
95602,3,34.594878151468805,-118.47237844670988
92065,3,37.224376554847275,-118.01509241462858
90272,3,33.11635967867913,-117.76398729747582
98296,3,37.07234241294468,-116.99702833319691
91932,3,34.409273873867,-117.42160286151751
92231,3,33.59082413810828,-115.40304013392792
92029,3,36.483685826820754,-117.51518258547085
91006,3,36.14471423389942,-115.03920992588344
92832,3,37.387360067635264,-115.74287521127452
96720,3,36.67535521901943,-118.95744742821333
92703,3,37.017404651924245,-115.34702392678042
91733,3,34.410172862856534,-119.41816801057261
94568,3,33.88719771889861,-115.91275145754405
77494,3,36.753073758204295,-118.0968835326171
92262,3,37.03417369633632,-115.61012839777466
93420,3,37.952525710003364,-115.65971654946274
94582,3,35.06308838455713,-115.9703729994119
91759,3,34.860090428963915,-116.0498478184647
91335,3,36.88206480370999,-118.47660430450979
97229,3,34.70401770126509,-119.59540358474374
37067,3,37.653786628017826,-117.98509910617419
94509,3,37.29206375921506,-119.13237742506746
95304,3,35.14497013687509,-116.52524455548769
95945,3,36.75435533895749,-118.26950136731108
94560,3,36.772714370423415,-115.12194899570042
98021,3,33.51561934417966,-116.79513961327334
90805,3,37.512764533397835,-115.8875971818282
97702,3,35.52626186223929,-119.33737663629076
92107,3,37.13228733053871,-115.68992758863689
95367,3,34.600248005153055,-115.38621404743303
93274,3,37.477616142481004,-117.56469040590532
92660,3,34.946008393670816,-116.96873531124511
89002,2,33.05418825740149,-116.17595099548502
91103,2,37.52690988209632,-119.12580686369793
92706,2,33.456433383930666,-117.48716961768278
94591,2,34.59656818795207,-118.00668486113844
91107,2,37.75030983525402,-119.26813003918875
75090,2,37.75303573468778,-118.16232788854234
92083,2,35.86718944061643,-119.65913845307253
89031,2,36.159186060848995,-119.87094046525256
93021,2,35.2422276098916,-119.32416855422589
90033,2,34.46605385849032,-115.18442444205414
95687,2,34.64332272684958,-117.25235232052492
90006,2,36.36259228038519,-115.1708891942339
92386,2,36.7618726471884,-117.83751060834933
83686,2,36.95789521862924,-118.4409193345737
75067,2,36.94809071397277,-117.46929068579878
89141,2,33.456030515243455,-117.80244155683545
92804,2,35.472101523512904,-119.47167657869129
93041,2,33.28779380008322,-116.79586842654896
95482,2,35.74764441161868,-118.919809087452
90018,2,35.207652506866886,-116.90206022551085
93711,2,37.4385209137915,-116.74899453800923
94010,2,34.754575062760395,-119.23987573435676
65708,2,33.58533508213803,-119.69325186444667
90011,2,33.71495841026418,-116.0961920696578
80920,2,36.80755315858736,-117.7009978811534
92651,2,36.09109031658131,-119.70918102247262
29902,2,33.50561338061395,-115.02566841415117
98001,2,33.420534030574984,-119.71109719501817
90810,2,36.5048456572956,-116.52482385570724
90601,2,33.36381503182097,-115.08160537368293
97030,2,37.10930029645178,-118.80409947892038
98004,2,36.531211135782485,-119.28875315656401
92393,2,33.4067439032095,-119.39307530288785
90002,2,33.42418857042596,-118.48362426216202
89131,2,37.93319789250587,-119.49477094494677
94070,2,34.871353978780604,-116.53919329152934
78666,2,34.85321073533446,-119.68854100934969
94954,2,37.06399783628751,-117.45288935925105
95117,2,37.73624288691929,-115.01651573073512
95121,2,37.93000531911436,-115.93014865246991
89166,2,36.76689092629471,-116.92390280884494
96003,2,34.88129792765458,-118.46873189606694
94596,2,33.41750358349334,-116.88052081854181
98387,2,36.88573457963719,-117.36479268044174
85295,2,35.79202124867903,-117.86958308054814
90505,2,35.12111004623488,-119.346448116299
93650,2,37.53177192547368,-115.56697892379766
92311,2,33.55598741153076,-117.7510767558934
97062,2,35.463125521454295,-119.02688744089618
91206,2,33.056768223837096,-118.16120324561355
94517,2,35.34330320997063,-117.92935123735536
98466,2,33.28151637840919,-115.86231052216563
90731,2,33.59408958134036,-116.33192809719299
95111,2,33.587631233885524,-116.1534755317933
80226,2,36.246051510580315,-119.94484367785677
98388,2,36.73022439632712,-117.9192300091012
92372,2,35.9168438254858,-117.59327924182338
95821,2,37.810862742372706,-119.90403861588472
95008,2,34.87435289761852,-118.70093395627482
91343,2,34.4285604314093,-116.19855088438932
92329,2,37.3429956409473,-119.314451471355
94544,2,34.11797919259726,-117.32344934273704
93546,2,37.81611269720305,-118.92399063991381
98327,2,33.06077237344908,-119.93939612678054
96734,2,37.8493941335382,-118.7939927120023
60156,2,33.21579955975288,-115.12063122544973
92339,2,37.455715568490355,-115.99231444058505
95670,2,35.6385055454315,-115.20211677839484
95492,2,37.9648239805965,-117.56072978036819
95032,2,33.368982823676994,-119.45131900661248
96789,2,35.769271422006604,-117.26020255513154
95316,2,37.84651267809549,-117.72811332720019
83301,2,35.61548922085075,-115.77821458630191
92663,2,36.14699319067631,-119.50958709607877
90717,2,36.47874344492308,-117.5587943148911
94538,2,35.27270532383886,-119.24975667653008
93446,2,36.137790400420315,-118.3766203655497
90270,2,35.9215715596155,-116.313214613061
32034,2,37.50579005245494,-117.61990935315617
53029,2,33.22723190170729,-118.12055857427116
92117,2,34.404815947961154,-118.02761860714982
95337,2,37.7520574203828,-117.70276615797006
93460,2,37.45131891945458,-116.07491728081472
93003,2,35.27828376392856,-115.53957655529882
90712,2,36.10066298900768,-115.22332656748036
98033,2,34.38690591490566,-116.06548306872352
93305,2,33.940605798618805,-118.42296552125994
97086,2,35.31849202469991,-116.5593264695673
94518,2,34.766761140130264,-117.81198437972304
77433,2,35.91828055925436,-118.72664688976974
99516,2,33.388673184824924,-115.79564210287039
89148,2,37.87197403833083,-119.80786825518838
95148,2,37.93105372239801,-115.49119003932289
90710,2,36.49080857009873,-117.69261267687632
93706,2,35.6804818317206,-116.8139926159586
90026,2,34.547638081431636,-116.7032303889711
89044,2,37.06897509853474,-115.52441129646732
90047,2,36.423655862769394,-116.81665158916397
97015,2,33.81308469672446,-116.93033207619969
93030,2,37.55463592246921,-119.66673979719656
89511,2,37.11268621461585,-117.40795989027399
91387,2,37.74899956645962,-119.2491549959148
94564,2,36.6285975419418,-116.31283115639258
94585,2,36.06707597967895,-117.43889039593662
86305,2,35.091215181453094,-116.59886110395823
95003,2,37.66364241677007,-119.79163549698808
90302,2,37.33031944750204,-119.57603991977098
97504,2,33.226093350530945,-116.41838305968659
91910,2,33.13183487248626,-119.63957832000663
95358,2,34.882316834390245,-119.6437163611737
44903,2,37.05276665390917,-119.93945762382556
90278,2,37.93638064657472,-115.2174930085026
92325,2,33.75208445551764,-116.31245820270496
95658,2,35.970653576760675,-118.23374295748968
90240,2,34.904454283155104,-118.51732209356172
96813,2,37.84957198907301,-118.25148385127075
95219,2,37.210594615678545,-116.1267323440941
99653,2,37.19164352355569,-116.69314694464792
80016,2,35.343465798974854,-119.07402216066266
92027,2,35.07409751168833,-119.12945332332959
89012,2,34.36703535965353,-119.50802175143302
92154,2,33.28187748325463,-116.69848640149331
79932,2,37.32361188127527,-116.17813668889131
90745,2,37.064505045650385,-118.67476785837498
85022,2,37.99858836643065,-119.89527519484544
96826,2,37.983184185369524,-119.58914166261786
90621,2,35.77715852801314,-115.16069982577484
35756,2,36.84493707590255,-118.5227761126129
95051,2,37.72382864941214,-116.15388426080933
60102,2,37.24823695338706,-116.87668215572869
98802,2,34.23674050871599,-118.09030180173552
89178,2,35.25272067655047,-118.97156368902222
93561,2,33.64579707575747,-119.39306790920297
77469,2,37.77025513629361,-116.92493515980567
98092,2,36.0308731722544,-116.12683109681106
92572,2,34.14321402751732,-116.78047873229434
92627,2,36.35850342202929,-117.3484893337542
91351,2,36.090641202289476,-119.79024388284182
91007,2,34.790813590164205,-115.15755611202808
95688,2,33.567787960998146,-116.00642904172713
93637,2,36.357865977963996,-118.53588981649517
98335,2,35.60153850451897,-115.10014835320575
90232,2,36.8615919586782,-116.9905920518184
92111,2,35.60081750555997,-117.08788670896377
80919,2,37.2609075015927,-116.25963410285235
91355,2,35.759534193872426,-115.94115105954931
92230,2,35.804689857676934,-116.71760696334249
94541,2,37.383268013291726,-119.359521268169
80129,2,35.017414331061985,-118.30866247002751
96094,2,33.6700761422532,-115.35958179836975
95949,2,33.1439133815667,-118.87692194078075
94806,2,36.7756862783681,-118.13916488081243
95207,2,36.101547756767324,-117.83961558527902
89014,2,36.52039884049612,-117.80297505152774
93611,2,34.06482080754456,-116.93530208752738
92780,2,33.68185737793385,-115.28462081127647
90042,2,33.07272332833941,-118.79653644083747
91945,2,34.75293779403299,-119.39249311849541
93510,2,35.94958843427317,-119.01264755070031
97478,2,34.961220225498664,-115.56537549895366
89074,2,35.187374610118646,-116.77094593672398
95610,2,37.52079347246874,-118.5704660538042
93710,2,34.7412773351165,-115.92026530515692
90740,2,35.56994744579905,-115.69315001818282
91340,2,36.91826506370572,-115.76742830654861
95119,2,34.98271391160635,-115.40536733180222
1520,2,36.11043350113937,-118.7387948991332
83709,2,37.31181854373373,-116.22479035626861
92382,2,37.74760311828821,-117.6973025136293
99507,2,33.73536740464519,-115.7900072355497
90041,2,37.63293812580747,-116.35754661419193
95829,2,35.46058146539769,-116.11776276750138
28270,2,34.29122194149479,-116.71919081159464
74804,2,35.295678781191306,-119.11285615265146
91024,2,37.90016287642739,-117.27486540551531
92647,2,35.46309046996435,-115.07665130237746
95682,2,34.643758051437544,-115.31305966751441
90275,2,36.16700427158363,-119.78413132101494
98391,2,34.200728093890966,-119.17592592135281
98199,2,33.37931664054332,-119.34135613272719
97756,2,33.64439860955325,-116.37010045007352
92270,2,33.640229194788866,-115.91107335071527
92276,2,33.75951346756147,-118.93244316844664
91731,2,33.69413586324705,-117.47073653524086
76180,2,36.20437372401607,-115.796484859944
94507,2,33.90940042199573,-116.33599227616875
95403,2,34.728336416619314,-117.28881397254077
98248,2,37.48394204953006,-117.04826154770613
90022,2,35.36980820131436,-117.4581972654186
96706,2,36.33778869260514,-118.5122577434059
98023,2,33.86159935600815,-117.17489003570492
92240,2,33.961445094043356,-116.55557348974955
95237,2,33.2043430813324,-115.63338542069596
90732,2,33.844675315360824,-116.81854323010376
92210,2,34.392951695159795,-116.19439231478421
95677,2,33.88505242138373,-119.19964182522713
92082,2,33.44351266878528,-117.69221262790106
80004,2,33.603179355503,-119.95334190086453
97306,2,35.30389384016363,-118.76660567739188
93704,2,34.031668592028964,-116.36769142443498
95624,2,34.821349305240375,-115.04095024325318
95946,2,35.517086354274284,-119.50410950206393
60641,2,36.45197414314683,-117.99252842069356
94044,2,33.19656069920549,-115.9996451565042
94063,2,36.99705199454522,-118.9798218268555
97759,2,36.13950194745454,-117.22457525348857
91770,2,33.40879515974436,-116.33464351985162
95230,2,37.367893120533886,-116.9200727486991
92088,2,37.604362002659066,-119.05987632692292
91978,2,33.305389799274316,-118.2230771565713
80241,1,34.384388240736016,-116.08104107757302
95694,1,37.0310063989653,-117.22886742933991
74023,1,36.74129845191829,-119.97385193228544
75205,1,33.922605096781886,-116.19504619985953
98177,1,34.04674661668355,-119.8234432252988
92257,1,34.85236051395691,-116.27133108634384
97116,1,35.42261492595511,-118.98759719917382
1104,1,36.09127385765148,-115.2096325994031
80122,1,34.844568197848865,-118.16029624348958
15203,1,35.31267358066574,-118.36534191830961
94530,1,36.73735469066878,-119.25555974833777
90065,1,33.18341601445299,-118.47197892254893
99708,1,34.262184721720104,-115.616746190859
95823,1,36.56674792942276,-115.01832831186377
84403,1,37.476034188435996,-118.15845234746575
98629,1,35.55838721057833,-117.75694684522729
76002,1,35.66056742632658,-116.38964530898632
71923,1,33.53586005669888,-115.56902109767462
